seed,N,n,p,K,r,m,phi,spatial_svd_time,spatial_svd_err,spatial_svd_acc,vanilla_svd_time,vanilla_svd_err,vanilla_svd_acc
314,10,1000,50,3,0.05,5,0.1,3382.4643959999084,14.866445757409076,0.933,3.432660084217787,16.003550889123282,0.303
6,30,1000,30,3,0.05,5,0.1,1195.1776482360438,9.90259152689428,0.972,3.5701623097993433,11.335909805497318,0.699
61,200,1000,30,3,0.05,5,0.1,680.579244713299,8.763089197117779,0.964,3.323612003121525,5.780619360065872,0.998
59,50,1000,30,3,0.05,5,0.1,885.6481763948686,10.295022352937432,0.956,3.354994123801589,12.526854543587351,0.948
88,30,1000,10,3,0.05,5,0.1,1953.11371771805,15.97321454443701,0.958,3.5380602846853435,10.875247978674851,0.655
34,10,1000,30,3,0.05,5,0.1,2933.400913241785,9.58213949453017,0.868,3.269040619954467,15.954580950327063,0.401
321,10,1000,50,3,0.05,5,0.1,8314.149196896702,15.789380906076712,0.544,3.213238295167685,17.30419285195756,0.365
32,100,1000,30,3,0.05,5,0.1,669.9739808449522,7.534531492884115,0.979,3.954830037429929,8.424746848316762,0.998
62,50,1000,30,3,0.05,5,0.1,954.9000168321654,12.29368515083399,0.975,3.963561033364386,10.372531523692809,0.863
330,30,1000,50,3,0.05,5,0.1,1163.0980540663004,10.957749058984144,0.953,3.2416533790528774,12.830875757215944,0.727
20,200,1000,30,3,0.05,5,0.1,872.9842724506743,10.849085806552896,0.943,2.790028522256762,9.137069844374496,0.976
377,50,1000,50,3,0.05,5,0.1,928.5067908801138,10.24041249342325,0.954,3.189745519310236,10.208650731127149,0.937
25,30,1000,30,3,0.05,5,0.1,811.953390236944,7.902127087962905,0.966,3.459339977707714,12.327553010594189,0.916
342,50,1000,50,3,0.05,5,0.1,989.8929406404496,11.69732827820332,0.962,2.8195581510663033,12.926383745147415,0.908
10,30,1000,30,3,0.05,5,0.1,1085.1711804186923,7.868201777628752,0.973,3.563799192197621,10.818069115399853,0.921
311,100,1000,10,3,0.05,5,0.1,869.011507358402,14.709828785576557,0.958,3.221900347620249,9.022353204425931,0.956
73,100,1000,30,3,0.05,5,0.1,794.9838684811257,7.072372023167822,0.971,3.3583637727424502,8.052693692657055,0.998
99,10,1000,10,3,0.05,5,0.1,1212.8845002693124,10.783319181264051,0.946,3.333114758133888,13.466308855640792,0.589
86,30,1000,10,3,0.05,5,0.1,694.4102333690971,11.222803236735473,0.977,3.458284016698599,8.578532296357297,0.962
8,30,1000,30,3,0.05,5,0.1,825.981697620824,9.159613477717397,0.976,3.2508101277053356,12.112058794195171,0.789
57,50,1000,30,3,0.05,5,0.1,800.3220334337093,11.881702574238524,0.959,3.2564623868092895,12.699501088648626,0.875
305,30,1000,50,3,0.05,5,0.1,1004.0667129680514,7.9061902082729505,0.954,3.237950280308723,13.241396391350444,0.908
360,10,1000,50,3,0.05,5,0.1,3091.980639565736,10.109454973413325,0.937,3.312555644661188,17.027055142238996,0.378
61,100,1000,10,3,0.05,5,0.1,544.0949643701315,8.705416908146633,0.973,3.6621196479536593,5.455214828067618,0.997
42,200,1000,50,3,0.05,5,0.1,613.1039189998992,9.06661301446257,0.956,3.661378546152264,5.619943040615661,0.998
92,100,1000,50,3,0.05,5,0.1,1004.8922639540395,15.839911373335068,0.946,3.5915447659790516,8.015651064475586,0.795
75,10,1000,30,3,0.05,5,0.1,1841.377468119841,9.91906842948865,0.918,3.453875979874283,15.823498881626628,0.501
40,10,1000,30,3,0.05,5,0.1,1740.6217740192078,8.903349563002909,0.95,3.334874459076673,17.98516828740914,0.536
18,50,1000,30,3,0.05,5,0.1,1211.7963628363796,10.929644648449054,0.952,3.304277727846056,12.18701065423716,0.724
11,100,1000,50,3,0.05,5,0.1,917.7193519291468,12.561605861922931,0.968,3.5312066678889096,8.701258231307856,0.877
32,200,1000,10,3,0.05,5,0.1,464.57545601576567,8.182157562896533,0.962,3.378082489129156,5.138620176933077,0.998
355,10,1000,50,3,0.05,5,0.1,11148.401890449226,15.931283860515911,0.51,3.4703306071460247,17.062003301355606,0.448
100,30,1000,30,3,0.05,5,0.1,888.7100869859569,7.414874043859047,0.967,3.5096006062813103,13.62845730606286,0.933
344,30,1000,50,3,0.05,5,0.1,952.1172284409404,7.931185599265192,0.974,3.1545323841273785,12.75865804080597,0.903
20,100,1000,10,3,0.05,5,0.1,498.5507407640107,11.007744953228354,0.941,3.2096060630865395,8.25518061706653,0.982
16,50,1000,30,3,0.05,5,0.1,1442.3223434221,11.912780452861464,0.956,3.346566733904183,12.78176464970237,0.576
51,30,1000,30,3,0.05,5,0.1,910.0898650968448,10.334042346161048,0.954,3.4406513241119683,12.33560340935076,0.928
303,50,1000,50,3,0.05,5,0.1,1249.4986187703907,12.58744103177948,0.946,3.1739614978432655,11.56358385093974,0.684
80,50,1000,10,3,0.05,5,0.1,416.1621108567342,8.516297922102261,0.948,3.9339197990484536,6.740287489851106,0.995
73,200,1000,10,3,0.05,5,0.1,468.1096206069924,7.044353775319982,0.974,3.590778972953558,4.344483662818188,0.998
80,200,1000,50,3,0.05,5,0.1,570.2394999777898,8.35494487212819,0.957,2.777661530300975,7.115537270141576,0.998
50,100,1000,50,3,0.05,5,0.1,972.169591342099,12.234046726602887,0.947,3.4785441723652184,9.439776553889756,0.711
64,30,1000,30,3,0.05,5,0.1,927.9107252219692,8.984702953568252,0.97,3.2013033451512456,11.018536979239435,0.858
336,50,1000,50,3,0.05,5,0.1,991.8791990354656,9.401538742376967,0.962,3.3855113238096237,9.72330161747161,0.938
371,30,1000,50,3,0.05,5,0.1,1054.7326368950307,9.72195806373151,0.939,3.377809975296259,13.405516823661229,0.835
23,50,1000,30,3,0.05,5,0.1,1086.2655713148415,11.857446838227586,0.951,3.2908196137286723,11.411037019351282,0.83
1,50,1000,30,3,0.05,5,0.1,829.8791100108065,9.402969522372612,0.978,3.2603756352327764,11.190256102403634,0.949
354,10,1000,50,3,0.05,5,0.1,3065.6754262931645,8.843420910254444,0.947,3.2545174285769463,16.93622259315783,0.396
19,50,1000,30,3,0.05,5,0.1,1131.8252841359936,11.0742727967934,0.971,3.346696420107037,14.310274037378347,0.844
65,200,1000,30,3,0.05,5,0.1,598.478051058948,12.271426044908123,0.955,3.364528628066182,9.182003254607633,0.998
41,10,1000,30,3,0.05,5,0.1,2435.1555739743635,9.708470612992471,0.929,3.1911290623247623,17.361276677644977,0.481
4,100,1000,50,3,0.05,5,0.1,802.5225099548697,13.547047929247915,0.943,2.8134886268526316,8.207294795433118,0.949
74,10,1000,30,3,0.05,5,0.1,2500.6957013430074,9.703650253390949,0.927,3.2200902779586613,15.1227290652241,0.316
354,100,1000,10,3,0.05,5,0.1,566.9175697900355,10.487946705383791,0.964,3.1893282793462276,5.618142964161648,0.982
36,100,1000,30,3,0.05,5,0.1,720.4242438930087,13.84804556431171,0.966,3.3426567218266428,6.0808375516441355,0.877
370,30,1000,50,3,0.05,5,0.1,954.4482112005352,9.99966140114076,0.95,3.2903589978814125,15.390723645852844,0.719
22,50,1000,30,3,0.05,5,0.1,946.8089146669954,12.143406285316674,0.942,3.730916868895292,10.634050181915123,0.9
24,200,1000,30,3,0.05,5,0.1,632.2111591878347,12.102724043614552,0.967,3.349643792025745,7.869722404781544,0.99
65,30,1000,30,3,0.05,5,0.1,966.2024404089898,11.813913402754151,0.949,3.2847677702084184,15.929082235136327,0.789
337,50,1000,50,3,0.05,5,0.1,1722.050719153136,14.97260524000012,0.932,3.460543807595968,12.206916457747116,0.518
77,100,1000,30,3,0.05,5,0.1,1654.829338600859,12.457101758393769,0.949,2.8017312958836555,10.24349500678854,0.544
315,100,1000,10,3,0.05,5,0.1,455.1391504704952,14.12783331082438,0.951,3.4517433047294617,8.77802975455907,0.99
50,30,1000,30,3,0.05,5,0.1,2130.513286436908,10.37909847820903,0.922,3.3567110379226506,13.463407834976673,0.468
302,50,1000,50,3,0.05,5,0.1,891.452036075294,9.8141876134082,0.953,3.275017946958542,12.395323004465858,0.881
81,50,1000,10,3,0.05,5,0.1,488.2753154640086,9.83381608389441,0.973,3.659620208665729,10.996123004927522,0.991
345,30,1000,50,3,0.05,5,0.1,1378.9187873974442,9.052172705886136,0.958,3.302362959831953,13.99733081761341,0.67
17,50,1000,30,3,0.05,5,0.1,1935.3709883778356,13.06177996032043,0.926,3.795526960864663,10.876941654854102,0.593
320,10,1000,50,3,0.05,5,0.1,2570.846306849271,10.53029915603016,0.904,3.2671753354370594,19.00329427941671,0.505
378,50,1000,50,3,0.05,5,0.1,2195.6489012017846,10.794805566585172,0.947,3.299691930413246,10.449484205961353,0.606
96,100,1000,50,3,0.05,5,0.1,954.3778139450588,13.765882836496775,0.966,3.449041123036295,11.686126015789542,0.984
46,200,1000,50,3,0.05,5,0.1,691.1099885860458,10.15513379354392,0.952,3.687929894775152,6.81237264954023,0.998
65,100,1000,10,3,0.05,5,0.1,480.7923478251323,11.995450659544794,0.956,3.3356682183220983,9.266034416839537,0.994
35,10,1000,30,3,0.05,5,0.1,1749.903568690177,10.366512001675272,0.95,3.4701367332600057,16.66762959105135,0.452
58,50,1000,30,3,0.05,5,0.1,1290.464119974058,14.488640545342866,0.953,3.357980324421078,11.623226409240203,0.823
7,30,1000,30,3,0.05,5,0.1,1036.5584431970492,12.13990741978534,0.954,3.230216430965811,16.28423103047423,0.439
89,30,1000,10,3,0.05,5,0.1,776.1882767290808,9.674262138394456,0.96,3.203579753637314,9.66735439688632,0.933
96,10,1000,10,3,0.05,5,0.1,993.472098742146,12.992859677097083,0.963,3.3950651474297047,15.580254933562427,0.5
315,10,1000,50,3,0.05,5,0.1,2405.8744033910334,12.853870637092411,0.927,3.178726751357317,16.833104705410342,0.404
36,200,1000,10,3,0.05,5,0.1,575.6890460001305,13.528963214270895,0.967,3.2597219990566373,6.840439171202143,0.978
15,100,1000,50,3,0.05,5,0.1,1088.9243778451346,8.871510264947663,0.964,4.035126589238644,7.88429293852822,0.991
87,30,1000,10,3,0.05,5,0.1,661.19047571579,12.691146482060397,0.957,3.4009982962161303,7.18473863995184,0.855
56,50,1000,30,3,0.05,5,0.1,2136.152825219091,12.780340447195483,0.893,3.2571280277334154,10.079910353698065,0.622
24,100,1000,10,3,0.05,5,0.1,514.2254095389508,12.04588516316882,0.962,3.40062852203846,5.550315086233117,0.988
304,30,1000,50,3,0.05,5,0.1,1130.9031736329198,11.503216651125287,0.961,3.1804231517016888,17.652482246053882,0.728
9,30,1000,30,3,0.05,5,0.1,1519.9318540161476,11.23844154483844,0.962,3.347991779912263,13.7807685610464,0.56
343,50,1000,50,3,0.05,5,0.1,993.8829551003872,7.944938275210846,0.953,3.4534216932952404,12.816890382958327,0.967
11,30,1000,30,3,0.05,5,0.1,1478.2979439757764,12.718282503926478,0.969,3.153632906731218,15.298283547037869,0.695
98,10,1000,10,3,0.05,5,0.1,587.0569879836403,9.131201009332637,0.962,3.409571684896946,13.5352150460382,0.828
54,100,1000,50,3,0.05,5,0.1,916.3412291309796,10.819729846848844,0.977,2.8175784428603947,10.028851327217414,0.978
84,200,1000,50,3,0.05,5,0.1,664.6839668611065,11.84328873072826,0.972,2.807649693917483,10.029534896997305,0.998
77,200,1000,10,3,0.05,5,0.1,701.2459219619632,14.017997459026663,0.958,3.775955505203456,11.294681197676653,0.726
376,50,1000,50,3,0.05,5,0.1,954.9516892433168,11.648331659913117,0.946,3.2641991786658764,11.49480770878477,0.965
24,30,1000,30,3,0.05,5,0.1,1058.0156959570013,11.04029881467287,0.949,3.5976685183122754,9.94970771727313,0.805
63,50,1000,30,3,0.05,5,0.1,856.033828470856,9.952825822688355,0.961,3.3101351629011333,10.009899063132888,0.974
331,30,1000,50,3,0.05,5,0.1,1262.845258794725,9.94708944449358,0.953,3.2228590175509453,17.02183004279402,0.663
44,30,1000,10,3,0.05,5,0.1,614.9097942118533,8.998000693240133,0.959,3.5704643661156297,9.696297174370848,0.994
71,200,1000,30,3,0.05,5,0.1,1166.6970677468926,13.851030379685367,0.944,3.474480126053095,14.685929934162395,0.413
95,50,1000,30,3,0.05,5,0.1,999.494196137879,11.620887104538223,0.959,3.2688757930882275,8.277654667236504,0.891
71,30,1000,10,3,0.05,5,0.1,1021.2149844500236,15.715271654535744,0.949,3.363983126822859,14.503127720688983,0.505
22,100,1000,30,3,0.05,5,0.1,808.7867230921984,12.527529087516488,0.959,3.29948238003999,10.565448754920482,0.982
36,50,1000,10,3,0.05,5,0.1,710.7464032620192,13.184231105921524,0.963,3.3188349502161145,9.33907610592085,0.815
340,100,1000,10,3,0.05,5,0.1,581.2343554534018,7.948950358669718,0.98,2.758099924772978,5.765027880314049,0.993
30,200,1000,30,3,0.05,5,0.1,780.275462849997,12.583789117992511,0.93,3.727615574840456,8.038803243884198,0.919
38,50,1000,10,3,0.05,5,0.1,492.4291768637486,9.40663514280854,0.968,3.3889324590563774,8.628359903067366,0.983
60,10,1000,10,3,0.05,5,0.1,849.8864427101798,8.53245956513474,0.96,3.3537402898073196,18.741069824168967,0.564
2,200,1000,50,3,0.05,5,0.1,931.961354278028,11.818749084696956,0.954,2.796502694953233,8.436736051118483,0.961
55,10,1000,10,3,0.05,5,0.1,788.3721537692472,9.61734986738632,0.961,3.227384722325951,14.597573520946495,0.643
301,100,1000,10,3,0.05,5,0.1,667.1217515729368,11.341686383681274,0.981,3.0792041830718517,8.950140731888565,0.99
63,100,1000,30,3,0.05,5,0.1,703.6231165439822,10.280150100681547,0.97,2.837663016282022,8.546372596991313,0.995
77,50,1000,10,3,0.05,5,0.1,990.96983142104,13.462443876883018,0.947,3.809179883915931,10.289015536004792,0.57
71,100,1000,10,3,0.05,5,0.1,710.6726931259036,15.649251050319812,0.946,3.288273005746305,9.454790032747608,0.856
52,200,1000,50,3,0.05,5,0.1,652.2241559252143,7.934301794729805,0.969,3.705776440910995,6.702529209763081,0.998
82,100,1000,50,3,0.05,5,0.1,997.6601624968462,8.728236520620683,0.956,2.7996574956923723,8.569111739671081,0.992
30,30,1000,10,3,0.05,5,0.1,1156.703346169088,13.077739340223578,0.864,3.3593945051543415,9.770632901490384,0.667
2,10,1000,10,3,0.05,5,0.1,1274.7183717223816,10.21572770703372,0.939,3.196094120852649,13.539085611846277,0.649
386,30,1000,50,3,0.05,5,0.1,936.6140657328068,7.675343748453881,0.972,3.5798096992075443,12.969619075140312,0.83
93,30,1000,30,3,0.05,5,0.1,979.9859479106964,12.73684404272112,0.942,3.532196414191276,17.28215223092874,0.634
399,10,1000,50,3,0.05,5,0.1,1390.9168432988226,8.802297448104882,0.95,3.1787341870367527,22.004502433108705,0.421
22,200,1000,10,3,0.05,5,0.1,685.182618462015,11.711269187355065,0.955,3.768414644990117,9.725309357898375,0.997
42,50,1000,10,3,0.05,5,0.1,410.2134576579556,9.415352139919406,0.958,3.4170411280356348,6.800771363266875,0.977
13,200,1000,50,3,0.05,5,0.1,847.381901412271,14.839173029802057,0.953,3.613544695079326,11.836896365633343,0.739
82,10,1000,30,3,0.05,5,0.1,1939.7548932428472,8.832695641781894,0.951,3.244595040101558,19.128093289485744,0.476
388,30,1000,50,3,0.05,5,0.1,1253.261110559106,11.19351152162318,0.947,3.2526166439056396,12.323115754148445,0.657
30,100,1000,10,3,0.05,5,0.1,565.9505627639592,12.424096159060124,0.933,3.369057389907539,7.582920922296648,0.871
14,10,1000,10,3,0.05,5,0.1,912.1404907437972,8.936740570755587,0.957,3.37231164239347,17.72942735681407,0.595
397,10,1000,50,3,0.05,5,0.1,2167.910301543772,10.429899426027394,0.934,3.26925240829587,20.45175125978176,0.5
63,200,1000,10,3,0.05,5,0.1,509.9307879223488,10.558490794311872,0.97,3.6263609430752695,5.321516033697003,0.998
79,50,1000,10,3,0.05,5,0.1,723.655602443032,10.691567788239023,0.956,3.4196810759603977,8.202790398395647,0.974
21,10,1000,10,3,0.05,5,0.1,1159.2526306007055,11.4676143636305,0.943,3.361581386998296,18.01251408176009,0.272
90,200,1000,50,3,0.05,5,0.1,643.3561040889472,12.300937143182544,0.955,3.3378532980568707,6.833995669344312,0.996
40,100,1000,50,3,0.05,5,0.1,734.9593214187771,9.716829087124909,0.958,3.422510913107544,6.788506608972602,0.986
362,10,1000,10,3,0.05,5,0.1,2347.5188119634986,10.141601637980669,0.925,3.36201398819685,16.918861553856267,0.398
357,10,1000,10,3,0.05,5,0.1,1386.747439660132,10.50580628821993,0.901,3.2659733928740025,16.405275955162878,0.486
348,30,1000,10,3,0.05,5,0.1,991.8941386751832,12.262525694971222,0.944,3.297722302377224,13.5340655009974,0.648
399,50,1000,30,3,0.05,5,0.1,523.5631738118827,7.949938614719724,0.962,3.8371007554233074,9.066498715391267,0.997
359,10,1000,10,3,0.05,5,0.1,3123.183262567967,13.045442142799557,0.858,3.445864070206881,11.487806274614249,0.494
301,50,1000,10,3,0.05,5,0.1,1001.4636759757996,11.31738815071746,0.981,3.538837991654873,10.596129482188914,0.938
82,50,1000,50,3,0.05,5,0.1,913.4046009490266,9.140447569556832,0.955,3.268726964946836,12.179160948415014,0.909
397,50,1000,30,3,0.05,5,0.1,824.9876229763031,8.74305786510958,0.951,3.276412211358547,12.630769856509446,0.959
346,30,1000,10,3,0.05,5,0.1,1119.941797837615,12.561165267719597,0.938,3.246277879923582,15.11746145803936,0.611
373,30,1000,10,3,0.05,5,0.1,836.2932483442128,11.165830266499745,0.948,3.2408278807997704,10.458737275225516,0.777
334,50,1000,10,3,0.05,5,0.1,923.5309968329966,10.654508254010274,0.947,3.317357491701842,8.61298392436236,0.703
309,30,1000,10,3,0.05,5,0.1,646.2706824615598,12.463720169526264,0.96,3.193072509020567,8.34476567853358,0.9
380,10,1000,30,3,0.05,5,0.1,2455.006707455963,9.364445881514856,0.945,3.273976370692253,17.576618063683206,0.524
95,10,1000,50,3,0.05,5,0.1,2394.724635209888,12.34654389057909,0.926,3.273783816024661,17.819622371676427,0.39
316,10,1000,10,3,0.05,5,0.1,714.2273790575564,8.130989359965486,0.967,3.1890644133090973,12.185489889943744,0.815
323,10,1000,10,3,0.05,5,0.1,561.2661997638643,10.073470590988451,0.943,3.2383959479629993,12.197547363254085,0.893
375,50,1000,10,3,0.05,5,0.1,639.879467073828,9.16327790266931,0.939,3.313861560076475,7.487006402335672,0.982
332,30,1000,10,3,0.05,5,0.1,852.5833202116191,13.73912516353864,0.975,3.2737327702343464,11.890371331421742,0.701
84,30,1000,50,3,0.05,5,0.1,1122.3021187698469,12.122199336496978,0.962,3.15817187493667,14.103185512512049,0.564
307,30,1000,10,3,0.05,5,0.1,1205.0024528354406,12.095553789502562,0.939,3.3109545707702637,13.62532137683994,0.58
318,10,1000,10,3,0.05,5,0.1,971.6776911243796,8.204375350665815,0.971,3.2808632403612137,20.94950839341065,0.459
340,50,1000,10,3,0.05,5,0.1,634.2960778437555,7.813740335305209,0.971,3.330027837306261,7.40196497572856,0.984
391,30,1000,30,3,0.05,5,0.1,4773.979542031884,18.232029988178347,0.405,3.3734860979020596,10.161548954408005,0.616
378,10,1000,30,3,0.05,5,0.1,2394.2650008127093,10.984922836098246,0.82,3.2379710227251053,14.399396253234343,0.379
72,30,1000,50,3,0.05,5,0.1,1162.0010917438194,7.473772625484979,0.965,3.3334695072844625,12.058777928303885,0.941
320,50,1000,30,3,0.05,5,0.1,965.9129693508148,12.474397834899596,0.963,3.147053651511669,13.177162715663831,0.897
367,30,1000,30,3,0.05,5,0.1,1329.1068111136556,13.749613409206235,0.964,3.057681765407324,12.492567136240227,0.394
35,50,1000,50,3,0.05,5,0.1,857.8294983026572,12.673763906211782,0.966,3.223367114085704,12.520549721171108,0.834
88,200,1000,10,3,0.05,5,0.1,755.3442296911962,18.440644433954464,0.968,3.1574995941482484,10.817148193645924,0.62
58,100,1000,10,3,0.05,5,0.1,648.4572890568525,15.378567031791894,0.963,3.1561273862607777,6.61419051050739,0.837
383,50,1000,10,3,0.05,5,0.1,767.1036857515574,10.254987098545945,0.962,3.2846971713006496,11.14688743778648,0.979
352,30,1000,30,3,0.05,5,0.1,860.1611459515989,11.12886341820338,0.975,3.182334277778864,12.338387805982098,0.861
58,10,1000,50,3,0.05,5,0.1,4625.742318481207,12.381434807205592,0.741,3.67126880120486,14.84131910029894,0.31
47,30,1000,50,3,0.05,5,0.1,924.23349012807,6.911288737188653,0.976,3.1282894709147513,13.411929394334509,0.972
315,50,1000,30,3,0.05,5,0.1,980.1411871686578,13.89370341140972,0.955,3.0574436374008656,10.705466613551302,0.856
28,100,1000,50,3,0.05,5,0.1,750.1757784062065,9.68005970854619,0.963,3.564732742961496,6.884740277981716,0.995
56,10,1000,50,3,0.05,5,0.1,8821.287019173149,11.36002403454328,0.676,3.502402633894235,16.3138469675109,0.361
19,100,1000,10,3,0.05,5,0.1,588.7432542056777,12.115071805097704,0.976,3.540696820244193,9.335133491610703,0.995
343,10,1000,30,3,0.05,5,0.1,1315.3067643754184,8.801007613124655,0.953,3.335928149521351,19.936761086650105,0.603
49,30,1000,50,3,0.05,5,0.1,1070.9823150858283,8.273294916809778,0.969,3.178752899169922,14.936055815556308,0.856
69,100,1000,50,3,0.05,5,0.1,762.5196144958027,6.9989818631350245,0.982,3.361233930103481,9.101101382951096,0.996
376,10,1000,30,3,0.05,5,0.1,1737.8338908478618,11.059227027204464,0.921,3.2635289654135704,17.321930201014784,0.555
8,200,1000,30,3,0.05,5,0.1,710.6879331138916,8.868350314886946,0.983,3.3057313268072903,4.214488213618569,0.997
369,30,1000,30,3,0.05,5,0.1,1204.0495168566704,10.340135055016754,0.963,3.0708898790180683,16.27172962034379,0.49
354,50,1000,30,3,0.05,5,0.1,1027.3993790261447,10.00210065038457,0.961,3.264480073004961,9.381654262506755,0.863
1,10,1000,50,3,0.05,5,0.1,1482.4245072999038,9.89036320747266,0.968,3.526667194906622,17.51581857976614,0.572
385,30,1000,10,3,0.05,5,0.1,741.0357354693115,8.602952408405592,0.979,3.3658202961087227,8.408120057997268,0.896
88,100,1000,30,3,0.05,5,0.1,1632.2071114876308,16.34419534271331,0.97,3.383507322985679,11.499319629992527,0.296
58,200,1000,30,3,0.05,5,0.1,742.2879834091291,15.787657055719569,0.957,3.522848827764392,7.10372824225665,0.873
41,50,1000,50,3,0.05,5,0.1,921.0830211420543,9.37998545966594,0.943,3.090237209107727,14.2024382001209,0.723
313,30,1000,30,3,0.05,5,0.1,1260.3534594886005,11.302749699432912,0.97,3.1544433794915676,14.793318543443752,0.61
19,10,1000,50,3,0.05,5,0.1,3894.482230899855,10.691657981345514,0.862,3.2967659612186253,15.834987227091704,0.408
74,50,1000,50,3,0.05,5,0.1,894.9928166186437,13.338934850461918,0.96,3.3345327489078045,13.580974629078565,0.558
326,30,1000,30,3,0.05,5,0.1,991.5618102476,8.762612192247303,0.964,3.419143967330456,13.361716143786312,0.927
339,10,1000,30,3,0.05,5,0.1,1248.8233467824757,9.29346362710365,0.928,3.2814068272709846,20.23091161866315,0.541
369,100,1000,10,3,0.05,5,0.1,600.6776510886848,10.63848134556592,0.962,2.7556213550269604,7.860579263949312,0.991
361,50,1000,30,3,0.05,5,0.1,949.3837904147804,12.579187830443075,0.946,3.3066862262785435,15.636562850674228,0.703
33,30,1000,50,3,0.05,5,0.1,723.9965779152699,9.027236189280153,0.954,3.455216918606311,10.711694117493805,0.891
328,30,1000,30,3,0.05,5,0.1,1399.7146799750626,10.702067506267932,0.956,3.14548210054636,13.544333800020016,0.774
22,10,1000,50,3,0.05,5,0.1,7109.85533619998,12.207480780599246,0.895,3.5767402201890945,16.09276877385349,0.468
19,200,1000,30,3,0.05,5,0.1,824.2813184452243,12.22682965076117,0.969,3.4705677200108767,10.48826310244444,0.996
337,10,1000,30,3,0.05,5,0.1,3404.622676167637,13.78170958714568,0.83,3.3205045610666275,13.582729153433268,0.364
302,10,1000,30,3,0.05,5,0.1,1769.429319947958,10.297033175268146,0.912,3.2685173712670803,17.432726923102475,0.471
8,100,1000,10,3,0.05,5,0.1,480.9870500182733,8.708518540554635,0.987,3.716429064050317,4.687191048338034,0.998
17,10,1000,50,3,0.05,5,0.1,9959.398742013143,14.78692597938714,0.596,3.3049044590443373,13.326042378868966,0.331
394,10,1000,10,3,0.05,5,0.1,1552.0242832116785,12.079234027536463,0.951,3.1078955195844173,14.254316726144994,0.573
374,10,1000,30,3,0.05,5,0.1,994.465729638934,7.793849634858725,0.963,3.18160567432642,17.593382459765945,0.689
39,50,1000,50,3,0.05,5,0.1,1239.5438840729184,12.660502984110462,0.949,3.430196278262883,11.212308272211338,0.666
67,200,1000,50,3,0.05,5,0.1,556.745968780946,9.471126977380562,0.962,3.3467463101260364,6.591609696564959,0.998
94,200,1000,10,3,0.05,5,0.1,482.9785617128946,10.358699488782866,0.954,3.5812852890230715,3.432289712472849,0.991
44,100,1000,10,3,0.05,5,0.1,654.1962261479348,9.45085598394251,0.955,3.3374149068258703,7.431614541922692,0.998
6,100,1000,30,3,0.05,5,0.1,962.3513588537462,9.920050914379123,0.972,3.7974159070290625,7.289763949389415,0.988
54,10,1000,50,3,0.05,5,0.1,3838.8567862808704,9.543568811228662,0.934,3.473536618053913,18.729768631421432,0.407
341,10,1000,30,3,0.05,5,0.1,1508.60695239529,9.522719378917534,0.955,3.339322552084923,18.98946233492965,0.488
319,50,1000,30,3,0.05,5,0.1,674.076476983726,10.789096415113342,0.972,3.1542355194687843,9.953215269004966,0.954
17,200,1000,10,3,0.05,5,0.1,887.0661601061001,16.40445247230085,0.936,3.632976700551808,9.833497593974032,0.678
34,100,1000,50,3,0.05,5,0.1,934.5880722729488,12.537586080354986,0.95,2.8222668771632016,7.598458154738465,0.862
350,30,1000,30,3,0.05,5,0.1,983.00541016832,12.27724277769112,0.964,3.3905544094741344,15.54872376925088,0.48
381,50,1000,10,3,0.05,5,0.1,704.0839821472764,13.201944023061763,0.978,3.6834170445799823,9.415716251444673,0.886
26,200,1000,50,3,0.05,5,0.1,643.8176494087093,7.576781343213288,0.966,2.805847739800811,7.427632837319673,0.998
45,30,1000,50,3,0.05,5,0.1,4667.087525151204,12.961999925795746,0.889,3.3510816311463714,12.08617318738537,0.586
317,50,1000,30,3,0.05,5,0.1,690.2455084659159,10.07570141783662,0.96,3.112305160611868,10.114398989621296,0.885
