seed,N,n,p,K,r,m,phi,spatial_svd_time,spatial_svd_err,spatial_svd_acc,vanilla_svd_time,vanilla_svd_err,vanilla_svd_acc
78,100,1000,30,3,0.05,5,0.1,979.5393018019386,13.17484752858391,0.974,3.8467954439111054,9.430963200791837,0.87
71,50,1000,10,3,0.05,5,0.1,954.6207578931936,14.864790249239867,0.924,3.6203803182579577,10.836175288301826,0.717
29,10,1000,10,3,0.05,5,0.1,927.856946092099,8.809049239199448,0.953,3.3404883281327784,15.412326658438303,0.673
38,30,1000,10,3,0.05,5,0.1,674.558885671664,9.334230825574306,0.951,3.2936263871379197,10.661559300660256,0.952
27,10,1000,10,3,0.05,5,0.1,679.4441059571691,9.98225023767828,0.967,3.1929115098901093,16.01063904344445,0.698
39,100,1000,30,3,0.05,5,0.1,844.0455243759789,12.216001729225166,0.954,3.45785765722394,9.725020435112544,0.901
12,10,1000,10,3,0.05,5,0.1,704.1663134130649,9.207122798075162,0.958,3.319618114735931,16.190332978335995,0.711
84,10,1000,30,3,0.05,5,0.1,1743.939305887092,9.70280828642568,0.963,3.3009633547626436,17.802493655075626,0.423
30,50,1000,10,3,0.05,5,0.1,1020.201220630668,11.694126029797587,0.931,3.48909778194502,14.776927410256192,0.515
68,10,1000,10,3,0.05,5,0.1,1358.5945822643116,11.44981861428358,0.963,3.415169822052121,15.361866289464269,0.495
77,30,1000,10,3,0.05,5,0.1,1001.6501241168008,12.079456022447967,0.927,3.306630372069776,12.132997626783132,0.597
93,50,1000,30,3,0.05,5,0.1,948.26508538099,12.395711630324344,0.955,3.761657191906125,15.609749023276992,0.841
42,30,1000,10,3,0.05,5,0.1,442.73360801301897,9.45248567183653,0.958,3.25505732325837,8.178476294400761,0.961
78,200,1000,10,3,0.05,5,0.1,558.6547773210332,14.32661503659586,0.972,3.7870592926628888,6.986292580611778,0.983
386,50,1000,50,3,0.05,5,0.1,1059.227769691497,8.73119306636083,0.974,3.480888944119215,10.236253426406316,0.928
49,200,1000,50,3,0.05,5,0.1,755.7340053715743,8.646999173431807,0.973,3.733789508230984,7.609515567890111,0.998
99,100,1000,50,3,0.05,5,0.1,787.5649695238099,12.404989434977026,0.959,3.4425115599296987,11.020641210686604,0.8
53,10,1000,10,3,0.05,5,0.1,865.557841623202,10.37224668379945,0.942,3.3377919290214777,17.85914547234374,0.404
66,10,1000,10,3,0.05,5,0.1,1979.594101989176,11.59376631770532,0.926,3.24222299689427,13.59320460061728,0.427
39,200,1000,10,3,0.05,5,0.1,549.9584054816514,14.156307070849758,0.949,3.343791143968702,10.94988161377274,0.936
79,30,1000,10,3,0.05,5,0.1,677.168132990133,10.17788983238474,0.946,3.6827504551038146,10.720192128351746,0.87
313,10,1000,50,3,0.05,5,0.1,2353.3024041242898,10.427679398464102,0.925,3.2303042970597744,16.250352403193197,0.557
19,30,1000,30,3,0.05,5,0.1,1394.9654034017583,10.307274548921434,0.963,3.54092021100223,15.061816163145188,0.686
90,10,1000,10,3,0.05,5,0.1,988.5484035420232,11.371776676442131,0.929,3.251679597888142,16.26876595313983,0.591
1,30,1000,30,3,0.05,5,0.1,871.2600245908834,8.777070559469786,0.976,3.1262680208310485,11.815273396640148,0.957
339,30,1000,50,3,0.05,5,0.1,877.6858624517918,8.467774121724096,0.947,3.394154530018568,14.93598878637856,0.838
33,10,1000,30,3,0.05,5,0.1,994.0315820979886,8.864702593523576,0.955,3.4062268580310047,19.73280031206284,0.475
326,10,1000,50,3,0.05,5,0.1,1868.1838302873075,9.332833955555378,0.95,3.229998104274273,18.26351024417302,0.594
337,30,1000,50,3,0.05,5,0.1,1900.1135748401284,15.00292625558898,0.941,3.2481528222560883,13.239315532433793,0.436
65,50,1000,30,3,0.05,5,0.1,836.3018304742873,11.58192155896831,0.978,3.392037184908986,15.33110439199576,0.862
22,30,1000,30,3,0.05,5,0.1,1055.0932771773078,11.619174941051842,0.928,3.2088837730698287,13.595089263784374,0.782
370,50,1000,50,3,0.05,5,0.1,846.3907719217241,9.831659287385214,0.947,3.4082875661551952,10.239815116998964,0.937
17,30,1000,30,3,0.05,5,0.1,2491.934348116163,11.639183504665256,0.903,3.4065386736765504,13.51507663666534,0.387
345,50,1000,50,3,0.05,5,0.1,940.3989195860922,9.852186692540675,0.961,3.4240078404545784,11.366491465125655,0.838
302,30,1000,50,3,0.05,5,0.1,835.8008720390499,9.65110382184095,0.95,3.4521550871431828,12.279050432544787,0.829
50,50,1000,30,3,0.05,5,0.1,1288.6948753371837,12.249917330022082,0.945,3.455291065853089,10.37477664080768,0.77
81,30,1000,10,3,0.05,5,0.1,650.1246340796351,10.068379142210796,0.974,3.470986232161522,12.849545516035436,0.944
367,10,1000,50,3,0.05,5,0.1,3633.1308553926647,12.26016589276554,0.846,3.3348828218877316,15.75625216774412,0.337
378,30,1000,50,3,0.05,5,0.1,3855.486704159528,11.228909561489838,0.925,3.2596711851656437,11.217740819140202,0.527
72,10,1000,30,3,0.05,5,0.1,1927.053584315814,8.873798228335035,0.947,3.3730364302173257,22.46251321362728,0.442
47,10,1000,30,3,0.05,5,0.1,1739.779399828985,7.70163522723485,0.966,3.167633668985218,23.033513624614898,0.509
352,10,1000,50,3,0.05,5,0.1,1676.8242287039757,10.074510206065426,0.97,3.1704962737858295,18.06229557835869,0.505
7,50,1000,30,3,0.05,5,0.1,932.9752791938372,11.480528697514831,0.956,3.0951673788949847,8.359005386450859,0.959
58,30,1000,30,3,0.05,5,0.1,1191.4298884971067,11.728845200666422,0.953,3.4027641639113426,14.503575415292351,0.437
89,50,1000,10,3,0.05,5,0.1,523.2273496249691,9.389584498266094,0.966,3.3441511588171124,8.291748723885963,0.971
11,50,1000,30,3,0.05,5,0.1,910.4473268096336,12.15529685845324,0.974,3.4636669331230223,10.219916036287772,0.805
343,30,1000,50,3,0.05,5,0.1,1063.6636349372566,7.912947371619105,0.954,3.4554791636765003,13.64228770811263,0.941
49,10,1000,30,3,0.05,5,0.1,1234.755922181066,8.786397719513408,0.953,3.17553128907457,21.17210732057115,0.554
87,50,1000,10,3,0.05,5,0.1,500.8549776868894,12.50881152589242,0.956,3.513472331687808,6.647891237849849,0.857
9,50,1000,30,3,0.05,5,0.1,1219.04303892795,13.185416397561138,0.959,3.4275615410879254,11.177563701943658,0.665
304,50,1000,50,3,0.05,5,0.1,901.920070696622,12.534937254998598,0.968,3.174687296152115,11.507615615781852,0.922
56,30,1000,30,3,0.05,5,0.1,11782.394893435296,12.349456358489878,0.823,3.5849956991150975,10.818729163094243,0.538
369,10,1000,50,3,0.05,5,0.1,2341.312240034342,9.197599138297292,0.95,3.3925848826766014,15.825575919955462,0.543
63,30,1000,30,3,0.05,5,0.1,911.4304932318628,9.761375041003364,0.963,3.561319672036916,15.71960482831275,0.542
24,50,1000,30,3,0.05,5,0.1,929.6001603039912,11.870916405869822,0.958,3.7952188700437546,8.234665638409478,0.909
376,30,1000,50,3,0.05,5,0.1,976.9475296884776,11.237809962955264,0.941,3.1579689644277096,14.953902698576035,0.588
35,30,1000,50,3,0.05,5,0.1,1244.0077266469598,12.956154095410213,0.973,3.188335611950606,13.810542238951356,0.595
367,50,1000,30,3,0.05,5,0.1,957.5811456181108,14.739505323904366,0.965,3.4809353426098824,10.627112571703742,0.855
21,200,1000,50,3,0.05,5,0.1,1136.5354946060106,14.28846107009942,0.952,3.585333980154246,11.418964460059064,0.981
320,30,1000,30,3,0.05,5,0.1,998.0886293463408,11.352176291087696,0.961,3.4361049495637417,11.520161845288875,0.848
315,30,1000,30,3,0.05,5,0.1,1596.677774399519,12.84665246906953,0.951,3.5319884419441223,16.276030813406383,0.488
47,50,1000,50,3,0.05,5,0.1,946.3057107897476,7.574904255011484,0.964,3.550738944206387,10.965834112525194,0.993
383,30,1000,10,3,0.05,5,0.1,761.1847299709916,10.42715876049838,0.957,3.608418084681034,12.088168760948598,0.845
72,100,1000,50,3,0.05,5,0.1,857.3794260197319,7.097796859581225,0.97,3.4314744570292532,8.290732358179486,0.996
7,10,1000,50,3,0.05,5,0.1,1696.4542228863577,11.48878695127796,0.945,3.2095365622080863,18.082382594975737,0.359
51,200,1000,10,3,0.05,5,0.1,498.92012342158705,10.06425543577,0.952,3.502162517979741,4.366221670888211,0.997
81,100,1000,10,3,0.05,5,0.1,537.7814590353519,9.89040322658733,0.973,3.4167423848994076,9.483706590756906,0.998
352,50,1000,30,3,0.05,5,0.1,791.0526977293193,11.027013474725244,0.982,3.773388534784317,8.23663792827543,0.952
1,100,1000,30,3,0.05,5,0.1,690.7496637529694,9.975371281746488,0.978,3.271323316730559,9.821224500702453,0.989
392,10,1000,10,3,0.05,5,0.1,1260.6917985342443,11.514932360436992,0.936,3.2597275339066982,16.307336312818688,0.397
49,50,1000,50,3,0.05,5,0.1,752.687886885833,8.558257030527416,0.968,3.788098096847534,10.2169483736074,0.991
60,200,1000,50,3,0.05,5,0.1,578.467689963989,8.974627568496636,0.968,2.804784473963082,7.865334020190771,0.991
93,200,1000,10,3,0.05,5,0.1,488.955541820731,13.348777357193732,0.955,3.501457119826227,8.134974223041702,0.998
11,10,1000,50,3,0.05,5,0.1,2158.3082702350803,12.18866736007496,0.949,3.3892153752967715,17.025608108686846,0.477
43,100,1000,10,3,0.05,5,0.1,631.965302569326,9.09566442454319,0.956,3.300205343868583,5.50363639212776,0.984
304,10,1000,30,3,0.05,5,0.1,1941.8509398028257,12.013959182955032,0.954,3.493833113461733,18.855450081100997,0.478
9,10,1000,50,3,0.05,5,0.1,2391.1582829700783,13.495244452932376,0.911,3.309257955290377,17.426541063094575,0.384
10,200,1000,10,3,0.05,5,0.1,480.65456158388406,7.379376379646396,0.985,3.377337188925594,4.9042309250150655,0.998
33,100,1000,50,3,0.05,5,0.1,652.8409002819099,8.405602694907415,0.957,3.3890885580331087,6.716235863490226,0.99
369,50,1000,30,3,0.05,5,0.1,971.3991685323416,9.10735138589644,0.965,3.4000340662896633,12.70139764426081,0.804
24,10,1000,50,3,0.05,5,0.1,2466.3151911110617,10.238246568980037,0.823,3.1520044561475515,15.28061520159486,0.401
313,50,1000,30,3,0.05,5,0.1,963.574877206236,12.015322162584878,0.958,3.5303343795239925,16.07301305789308,0.759
354,30,1000,30,3,0.05,5,0.1,1516.300365395844,8.43079331537821,0.955,3.5273619294166565,15.044530340750663,0.575
385,50,1000,10,3,0.05,5,0.1,534.5794245637953,9.065181792916588,0.979,3.259880591183901,6.519711926393297,0.986
33,50,1000,50,3,0.05,5,0.1,951.6271535297856,8.983333091984864,0.956,3.208267998881638,9.66891144930266,0.937
361,30,1000,30,3,0.05,5,0.1,1332.4676318131387,12.303513876068516,0.924,3.07918569073081,14.357440198458368,0.592
326,50,1000,30,3,0.05,5,0.1,993.44800414145,8.442031865904102,0.972,3.3640400916337967,10.491185846148468,0.988
74,30,1000,50,3,0.05,5,0.1,1324.548653846141,13.80260072248479,0.951,3.365784710273146,11.547515307671103,0.598
51,100,1000,30,3,0.05,5,0.1,645.6471164720133,9.961429916002237,0.959,3.607370178680867,7.201250051641776,0.975
333,100,1000,10,3,0.05,5,0.1,543.4668062105775,11.912178472740834,0.96,3.406739227473736,9.97609486305594,0.99
81,200,1000,30,3,0.05,5,0.1,572.0696092019789,9.718715244673229,0.974,3.5466633080504835,7.673699900500948,0.998
65,10,1000,50,3,0.05,5,0.1,2475.7819441230968,11.131310805683682,0.943,3.295112187974155,16.846518948195964,0.518
1,200,1000,10,3,0.05,5,0.1,554.7931517059915,9.82030227956988,0.978,3.6154654608108103,6.438112026560922,0.998
93,100,1000,30,3,0.05,5,0.1,676.6519818557426,12.951017972978578,0.953,3.274448048323393,9.80433325511484,0.97
43,200,1000,30,3,0.05,5,0.1,593.6647147242911,9.632294101179838,0.952,3.389211709145457,5.60069414113071,0.997
370,10,1000,30,3,0.05,5,0.1,1225.2307495325804,10.518654418276835,0.931,3.2355503626167774,17.494751812878352,0.483
328,50,1000,30,3,0.05,5,0.1,878.8358391188085,10.850269214523903,0.974,3.323716629296541,10.135857448201552,0.906
345,10,1000,30,3,0.05,5,0.1,1736.346401296556,10.04396764271428,0.911,3.2733792662620544,16.99440157721184,0.384
10,100,1000,30,3,0.05,5,0.1,805.4148867307231,8.107224637940622,0.967,3.3340015369467437,6.414967691971702,0.997
50,10,1000,50,3,0.05,5,0.1,4444.6192795201205,10.510722837491803,0.913,3.252189951017499,15.585314894792369,0.433
35,200,1000,50,3,0.05,5,0.1,589.822985004168,12.252690878121244,0.965,3.279902609065175,9.623060175844628,0.993
325,10,1000,10,3,0.05,5,0.1,605.723655320704,12.067576566646135,0.942,3.259577166289091,12.93953501523294,0.759
16,100,1000,10,3,0.05,5,0.1,898.1833149022423,11.79224377114428,0.949,3.4262021011672914,7.948330655436611,0.975
310,10,1000,10,3,0.05,5,0.1,1028.557363785803,11.142598135725253,0.949,3.236351754516363,18.101240931664226,0.544
348,50,1000,10,3,0.05,5,0.1,850.1411129422486,12.973160179375878,0.931,3.187987882643938,14.200498714401238,0.718
93,10,1000,50,3,0.05,5,0.1,1700.615365314763,13.364189097661766,0.932,3.4622877477668226,16.610117636830676,0.507
399,30,1000,30,3,0.05,5,0.1,841.6669925935566,7.510682419218417,0.972,3.329766772687435,11.9021692255202,0.968
95,100,1000,10,3,0.05,5,0.1,558.3023396772332,12.842221915064425,0.967,3.972362377215177,8.5877160536287,0.952
45,200,1000,10,3,0.05,5,0.1,926.6822312972508,14.738035989078618,0.914,3.5186008219607174,5.629237505589754,0.847
386,10,1000,30,3,0.05,5,0.1,1655.82540300861,8.79904275309255,0.963,3.3244350887835026,19.817112555954836,0.437
66,100,1000,50,3,0.05,5,0.1,1065.2750520030968,13.161887908773217,0.949,3.3276624530553818,11.246792971951129,0.506
7,200,1000,30,3,0.05,5,0.1,960.0071398816071,11.99230899569306,0.958,3.239200291223824,5.509245078659856,0.988
57,100,1000,10,3,0.05,5,0.1,558.8826152859256,12.612453690647747,0.963,3.523765687830746,8.55090806877567,0.99
87,200,1000,10,3,0.05,5,0.1,489.0982654010877,12.735481407136188,0.957,3.4716341202147305,4.4859397209793626,0.871
74,200,1000,50,3,0.05,5,0.1,935.363971374929,14.06079488695807,0.973,2.7945336094126105,11.478725721126818,0.979
397,30,1000,30,3,0.05,5,0.1,771.5539753772318,8.311247999406223,0.946,3.072348140180111,13.635533173190538,0.905
346,50,1000,10,3,0.05,5,0.1,773.1101056411862,12.770179243569157,0.942,3.2041370533406734,14.075897545071449,0.849
301,30,1000,10,3,0.05,5,0.1,1101.6910849660635,9.414517656058552,0.978,3.2385826371610165,13.966831678493996,0.738
100,100,1000,30,3,0.05,5,0.1,654.006658565253,7.002212828128394,0.974,3.4102080650627613,8.643140536096686,0.997
82,30,1000,50,3,0.05,5,0.1,1312.958597044926,7.658440201609708,0.953,3.2486659879796207,15.214986070337122,0.772
388,10,1000,30,3,0.05,5,0.1,2132.349283244461,10.70318599831704,0.917,3.1731674559414387,15.307384783081062,0.474
334,30,1000,10,3,0.05,5,0.1,1217.150157082826,10.56123233571835,0.947,3.4237353689968586,9.565038206050192,0.65
27,100,1000,50,3,0.05,5,0.1,910.1451453929768,9.493160328352507,0.976,3.619657063856721,8.972704607917702,0.974
373,50,1000,10,3,0.05,5,0.1,839.8483534157276,11.766054881161333,0.954,3.475933913141489,9.839255721274167,0.882
351,10,1000,10,3,0.05,5,0.1,627.5056083127856,6.684571774889685,0.977,3.4668270833790302,17.160738747110564,0.711
309,50,1000,10,3,0.05,5,0.1,637.1483419649303,11.905791108524726,0.956,3.231144282966852,6.313071326297364,0.885
16,200,1000,30,3,0.05,5,0.1,1169.4487387659028,12.105989927951752,0.94,2.822594730183482,8.466781558245719,0.985
364,10,1000,10,3,0.05,5,0.1,1255.507031928748,11.100760665704634,0.939,3.2145063132047653,15.33109899734954,0.54
95,200,1000,30,3,0.05,5,0.1,702.9634961108677,12.641603764822248,0.964,3.935781250242144,7.887741101432416,0.957
45,100,1000,30,3,0.05,5,0.1,1178.9518365212716,12.577200846334204,0.934,3.570235743653029,8.826917133179322,0.755
7,100,1000,10,3,0.05,5,0.1,577.2873041289859,12.169709290247624,0.952,3.2502834829501808,5.698253449411761,0.996
57,200,1000,30,3,0.05,5,0.1,681.8440766148269,12.509099703553856,0.96,3.52894766908139,8.393585170335232,0.995
332,50,1000,10,3,0.05,5,0.1,728.3900647871196,13.427695597774116,0.974,3.1538065932691097,7.659690091541836,0.945
87,100,1000,30,3,0.05,5,0.1,781.1497796447948,12.64604547234547,0.958,3.323775119613856,7.027019029836585,0.97
100,200,1000,10,3,0.05,5,0.1,452.0612550429069,6.663212509684549,0.978,3.488142025656998,4.660084370770113,0.998
375,30,1000,10,3,0.05,5,0.1,463.25067307427526,9.790859280536248,0.946,3.4713209085166454,8.330192566164255,0.952
340,30,1000,10,3,0.05,5,0.1,837.4697806350887,7.976562853675707,0.959,3.4934989511966705,9.02319342165705,0.955
84,50,1000,50,3,0.05,5,0.1,973.0543107059784,11.400773073595447,0.976,3.260484450031072,14.604188153779116,0.818
307,50,1000,10,3,0.05,5,0.1,1013.4169002585112,10.462828410106752,0.953,3.586992461234331,13.580720217718468,0.591
336,30,1000,10,3,0.05,5,0.1,508.00581623241305,10.15319243248067,0.954,3.3205023892223835,7.88020733311523,0.936
29,200,1000,50,3,0.05,5,0.1,797.0363716082647,9.685815362367032,0.945,3.497682513203472,5.689827145287321,0.993
371,50,1000,10,3,0.05,5,0.1,500.8007853589952,8.973726862848656,0.956,3.3688132762908936,6.664447645258171,0.992
344,50,1000,10,3,0.05,5,0.1,603.8702919669449,7.773201863170189,0.968,3.448116220533848,8.991154015241479,0.99
395,30,1000,30,3,0.05,5,0.1,841.4079446494579,8.836584149340203,0.949,3.111170407384634,16.09003505490792,0.774
89,100,1000,10,3,0.05,5,0.1,521.8521650759503,9.51382331390586,0.964,3.4777120989747345,6.722994973414174,0.993
59,200,1000,10,3,0.05,5,0.1,448.5972822150215,10.965681668104136,0.953,2.876675084233284,6.7576406429510385,0.998
80,30,1000,50,3,0.05,5,0.1,725.6805931716226,7.451796446662438,0.948,3.4993820399977267,14.079014842110531,0.811
303,30,1000,10,3,0.05,5,0.1,923.5036266595124,10.849241797615456,0.946,3.248766653239727,9.33566159320045,0.767
91,10,1000,50,3,0.05,5,0.1,4864.647533238865,10.438973338178576,0.899,3.338816619012505,17.850597853686835,0.413
68,200,1000,50,3,0.05,5,0.1,720.3899002238177,13.620877316782297,0.965,3.401740786153823,5.975646595280017,0.881
312,10,1000,10,3,0.05,5,0.1,742.4921479150653,8.392656566865192,0.971,3.2083499394357204,17.181387985005,0.534
9,100,1000,30,3,0.05,5,0.1,869.9956506048329,11.787081329626384,0.964,3.404651231598109,10.924899385523034,0.868
384,10,1000,30,3,0.05,5,0.1,1595.7119263634086,8.459492779740263,0.959,3.3657163120806217,17.955988217451836,0.55
338,30,1000,10,3,0.05,5,0.1,812.8472415432334,14.29384679429487,0.951,3.23621092364192,12.806558416475925,0.714
18,200,1000,10,3,0.05,5,0.1,511.07897655200213,11.703368034673089,0.944,3.2479893029667437,5.628025060797515,0.994
393,50,1000,30,3,0.05,5,0.1,1138.0107098855078,10.946257488251028,0.956,3.1783161982893944,11.36406804004974,0.81
342,30,1000,10,3,0.05,5,0.1,727.7569287791848,10.768253511729624,0.959,3.432598825544119,11.669796755423954,0.948
305,50,1000,10,3,0.05,5,0.1,495.8200731351971,6.8315371163304865,0.975,3.1442010551691055,8.457161411440058,0.997
86,50,1000,50,3,0.05,5,0.1,871.6436618561856,9.60677601840348,0.974,3.608049144037068,11.264934226155791,0.907
368,10,1000,10,3,0.05,5,0.1,1046.2678375169637,7.338811117081343,0.978,3.3662977144122124,15.779282061758233,0.637
330,50,1000,10,3,0.05,5,0.1,519.6740437373519,10.487827033133794,0.957,3.123628716915846,8.709245499186359,0.967
377,30,1000,10,3,0.05,5,0.1,786.3158802129328,10.57219828681158,0.949,3.1949303299188614,11.195080692360426,0.933
89,200,1000,30,3,0.05,5,0.1,675.6768367709592,9.563451346821145,0.966,3.581582877784967,6.098512502725179,0.998
59,100,1000,30,3,0.05,5,0.1,784.545251657255,10.71173610762924,0.955,3.4189183050766587,9.020498682251402,0.991
366,10,1000,10,3,0.05,5,0.1,896.1544121354818,12.49184488110214,0.939,3.3897968754172325,15.686780999507375,0.494
9,200,1000,10,3,0.05,5,0.1,513.5533087230287,13.845397352511686,0.964,3.325800808146596,7.579765751798015,0.981
379,30,1000,10,3,0.05,5,0.1,561.5200513675809,11.972208676124534,0.966,3.405191034078598,11.688457085476584,0.896
18,100,1000,30,3,0.05,5,0.1,789.3960067392327,11.01547471386919,0.944,3.6663987888023257,8.366584435880867,0.93
88,50,1000,50,3,0.05,5,0.1,2193.012182175182,14.201363017247436,0.939,3.338430552277714,9.574736103683174,0.582
353,10,1000,10,3,0.05,5,0.1,673.6976892091334,8.068530660078208,0.957,3.4119714871048927,12.169112183265415,0.927
39,30,1000,50,3,0.05,5,0.1,1822.529311128892,13.336436169093645,0.947,3.282896756194532,12.042287098913716,0.569
26,10,1000,50,3,0.05,5,0.1,1216.5678326692432,9.071235229249297,0.953,3.288855452090502,22.03150881827914,0.492
319,30,1000,30,3,0.05,5,0.1,767.10354379192,10.293698600306069,0.976,3.4409996457397938,12.57189091045058,0.793
13,10,1000,50,3,0.05,5,0.1,5274.4929608488455,10.91819110964908,0.802,3.4101860392838717,16.58222680855207,0.342
390,10,1000,10,3,0.05,5,0.1,2096.5694538876414,8.911398229904325,0.949,3.2203580252826214,13.571630216915263,0.491
306,10,1000,30,3,0.05,5,0.1,3224.9776187352836,9.207231157268051,0.923,3.3449013456702232,14.017051250440176,0.596
317,30,1000,30,3,0.05,5,0.1,957.9251669049264,7.515566342823412,0.967,3.360961202532053,10.037095954697811,0.823
45,50,1000,50,3,0.05,5,0.1,1903.2539306562392,13.29889927887081,0.924,3.4413032815791667,11.463194994886951,0.602
308,10,1000,30,3,0.05,5,0.1,2549.601170372218,9.696137717470016,0.924,3.3408991061151028,17.670799358206835,0.545
5,10,1000,50,3,0.05,5,0.1,1474.8794705378823,10.532466320283774,0.945,3.3331663771532476,18.60702001576704,0.55
350,50,1000,30,3,0.05,5,0.1,989.3991835825144,14.85482114200289,0.967,3.411947589367628,10.934768838371983,0.779
381,30,1000,10,3,0.05,5,0.1,1126.2183759771287,12.42028935899978,0.962,3.1433485858142376,10.340014359987638,0.641
37,30,1000,50,3,0.05,5,0.1,2267.1147456392646,12.520871173516555,0.937,3.647251036949456,13.926885690511783,0.428
365,50,1000,30,3,0.05,5,0.1,828.7613886632025,9.10599931073915,0.957,2.8103656135499477,10.028313663744443,0.986
322,30,1000,30,3,0.05,5,0.1,1026.726469706744,9.928033417133898,0.952,3.164162300527096,15.743053792934182,0.665
70,50,1000,50,3,0.05,5,0.1,713.3622672939673,10.113497956049384,0.963,3.2577708610333502,9.158214278081138,0.897
28,10,1000,50,3,0.05,5,0.1,1375.82769528497,9.689524582484603,0.933,3.4272377667948604,19.21202842678492,0.494
347,10,1000,30,3,0.05,5,0.1,1716.6031968444586,11.709395288126029,0.931,3.2635659985244274,16.63246394976,0.433
358,30,1000,30,3,0.05,5,0.1,1785.1094826832414,10.12817832146795,0.903,3.3535996042191982,14.331845943008402,0.625
52,10,1000,50,3,0.05,5,0.1,1692.993912288919,7.165871566319472,0.965,3.3750384552404284,20.65929360622161,0.369
389,50,1000,10,3,0.05,5,0.1,478.0145797543228,7.765530840570557,0.968,3.5478227213025093,6.945509691023961,0.998
67,10,1000,50,3,0.05,5,0.1,1639.8737928322516,9.9691471285373,0.957,3.454268997069448,19.937701462673484,0.532
372,10,1000,30,3,0.05,5,0.1,1089.7753541506827,8.604118131726008,0.951,3.1172634847462177,16.50753809058863,0.63
78,30,1000,50,3,0.05,5,0.1,1522.0484344041906,14.818921329391236,0.959,3.405190378893167,13.814068778605492,0.663
31,50,1000,50,3,0.05,5,0.1,753.6228270060383,10.198797712962133,0.965,3.4386041876859963,13.453595478891309,0.877
363,30,1000,30,3,0.05,5,0.1,1208.4373073130846,12.036465556657069,0.954,3.1563435941934586,13.97251859127273,0.764
69,10,1000,50,3,0.05,5,0.1,1306.3457340947352,8.187486029352584,0.966,3.356386843137443,19.550074866545938,0.571
324,50,1000,30,3,0.05,5,0.1,945.5901241898536,9.607773744410348,0.974,3.6677313670516014,11.067950037443628,0.964
76,30,1000,50,3,0.05,5,0.1,1085.9257349958643,9.98708296960663,0.964,3.9413219168782234,13.71686536305657,0.795
349,10,1000,30,3,0.05,5,0.1,2605.514157369733,10.356657819298976,0.952,3.3807902112603188,16.12550582194836,0.499
311,50,1000,30,3,0.05,5,0.1,926.1974252015352,15.362260310142988,0.961,3.776571042835712,12.261071265573628,0.807
387,50,1000,10,3,0.05,5,0.1,536.0819058082998,11.983393278159973,0.96,3.847663193941116,8.177987154441187,0.939
356,30,1000,30,3,0.05,5,0.1,956.0482941716908,7.556716536812387,0.963,3.6033624671399593,12.633951476908353,0.956
15,30,1000,30,3,0.05,5,0.1,1121.073553781025,9.343884287332669,0.968,3.5923793837428093,13.027439756796284,0.748
347,50,1000,50,3,0.05,5,0.1,1095.3341780379417,10.093836778534504,0.958,2.818784862756729,11.33422789710937,0.841
83,30,1000,10,3,0.05,5,0.1,1092.6605190718549,11.001606485671328,0.859,3.532384755089879,9.450350696961856,0.709
23,200,1000,30,3,0.05,5,0.1,616.0902627157047,11.3513147634139,0.952,3.401042364072054,7.315086287498913,0.952
52,50,1000,30,3,0.05,5,0.1,825.8574097468518,8.024691797119157,0.968,3.18307114392519,10.27280871251117,0.987
67,50,1000,30,3,0.05,5,0.1,1018.1595654082485,9.250450988241246,0.957,3.3879344346933067,11.378436821910494,0.986
400,30,1000,10,3,0.05,5,0.1,999.8428982943296,10.907211088413971,0.934,3.1710822992026806,9.87200821198344,0.66
70,100,1000,30,3,0.05,5,0.1,592.3251007478684,9.632652277025745,0.968,3.1837115939706564,6.645611167782917,0.993
312,100,1000,10,3,0.05,5,0.1,443.30682618170977,9.183081317051892,0.965,3.2623253539204597,7.648294822605284,0.996
20,30,1000,30,3,0.05,5,0.1,1413.9408508269116,9.99524752509724,0.931,3.482789047062397,13.637816014161787,0.522
